Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,Agencies
Colombia,COL,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,COL_environment_2,2.0,International Organization for Migration
Colombia,COL,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,COL_environment_3,3.0,International Labour Organisation
Uruguay,URY,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,URY_environment_1,1.0,United Nations Industrial Development Organization
Uruguay,URY,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,URY_environment_2,2.0,United Nations Environment Programme
Uruguay,URY,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,URY_environment_2,2.0,United Nations Environment Programme
Uruguay,URY,Latin America and the Carribean ,environment,United Nations Sustainable Development Cooperation Framework,URY_environment_2,2.0,United Nations Environment Programme
Guatemala,GTM,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,GTM_governance_5,5.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_4,4.0,United Nations Children's Fund
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_3,3.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_3,3.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
El Salvador,SLV,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,SLV_governance_1,1.0,International Organization for Migration
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
Guatemala,GTM,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,GTM_governance_5,5.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_4,4.0,United Nations Human Settlement Programme
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_1,1.0,UN Women
Guatemala,GTM,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,GTM_governance_5,5.0,Food and Agriculture Organization of the United Nations
El Salvador,SLV,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,SLV_governance_3,3.0,UN Women
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_2,2.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_2,2.0,Food and Agriculture Organization of the United Nations
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,BRA_governance_4,4.0,"United Nations Educational, Scientific and Cultural Organisation"
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_4,4.0,International Organization for Migration
Brazil,BRA,Latin America and the Carribean ,governance,United Nations Development Assistance Framework,BRA_governance_3,3.0,United Nations Development Programme
Colombia,COL,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,COL_governance_1,1.0,Food and Agriculture Organization of the United Nations
Colombia,COL,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,COL_governance_1,1.0,Food and Agriculture Organization of the United Nations
Colombia,COL,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,COL_governance_3,3.0,Food and Agriculture Organization of the United Nations
Colombia,COL,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,COL_governance_3,3.0,Food and Agriculture Organization of the United Nations
Colombia,COL,Latin America and the Carribean ,governance,United Nations Sustainable Development Cooperation Framework,COL_governance_3,3.0,Food and Agriculture Organization of the United Nations
Dominican Republic,DOM,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,DOM_digital_2,2.0,United Nations Development Programme
Chile,CHL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CHL_digital_2,2.0,Food and Agriculture Organization of the United Nations; International Labour Organisation; International Telecommunication Union; UN Women; United Nations Economic Commission for Latin America and the Caribbean
Dominican Republic,DOM,Latin America and the Carribean ,digital,United Nations Development Assistance Framework,DOM_digital_1,1.0,United Nations Development Programme
El Salvador,SLV,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,SLV_digital_2,2.0,International Telecommunication Union
Costa Rica,CRI,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CRI_digital_2,2.0,The Pan American Health Organization
Guatemala,GTM,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,GTM_digital_4,4.0,"United Nations Children's Fund; United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation"
Cuba,CUB,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CUB_digital_1,1.0,United Nations Development Programme
Honduras,HND,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,HND_digital_2,2.0,International Telecommunication Union
Ecuador,ECU,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,ECU_digital_1,1.0,United Nations Development Programme
Mexico,MEX,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,MEX_digital_1,1.0,"United Nations Educational, Scientific and Cultural Organisation"
Argentina,ARG,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,ARG_digital_1,1.0,Food and Agriculture Organization of the United Nations
Costa Rica,CRI,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CRI_digital_1,1.0,International Organization for Migration
Chile,CHL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CHL_digital_2,2.0,United Nations Economic Commission for Latin America and the Caribbean
Chile,CHL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CHL_digital_2,2.0,United Nations Economic Commission for Latin America and the Caribbean
Chile,CHL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CHL_digital_1,1.0,United Nations Economic Commission for Latin America and the Caribbean
Dominican Republic,DOM,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,DOM_digital_1,1.0,"United Nations Development Programme; United Nations Educational, Scientific and Cultural Organisation"
Chile,CHL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CHL_digital_2,2.0,Food and Agriculture Organization of the United Nations; International Labour Organisation; UN Women; United Nations Economic Commission for Latin America and the Caribbean
Cuba,CUB,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CUB_digital_1,1.0,Food and Agriculture Organization of the United Nations
Paraguay,PRY,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,PRY_digital_1,1.0,United Nations Children's Fund
"Bolivia, Plurinational State of",BOL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,BOL_digital_1,1.0,United Nations Children's Fund
Argentina,ARG,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,ARG_digital_1,1.0,International Labour Organisation
Argentina,ARG,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,ARG_digital_1,1.0,United Nations Children's Fund
Chile,CHL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CHL_digital_1,1.0,United Nations Economic Commission for Latin America and the Caribbean
Mexico,MEX,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,MEX_digital_4,4.0,United Nations Development Programme
"Venezuela, Bolivarian Republic of",VEN,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,VEN_digital_1,1.0,United Nations Children's Fund
Cuba,CUB,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CUB_digital_1,1.0,United Nations Development Programme
Honduras,HND,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,HND_digital_1,1.0,United Nations Development Programme
"Bolivia, Plurinational State of",BOL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,BOL_digital_1,1.0,UN Women
"Bolivia, Plurinational State of",BOL,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,BOL_digital_1,1.0,United Nations Development Programme
Costa Rica,CRI,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,CRI_digital_1,1.0,United Nations High Commissioner for Refugees
Ecuador,ECU,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,ECU_digital_1,1.0,United Nations High Commissioner for Refugees
Guatemala,GTM,Latin America and the Carribean ,digital,United Nations Sustainable Development Cooperation Framework,GTM_digital_1,1.0,Food and Agriculture Organization of the United Nations
