Country,Country_ISO3,Region,Theme,Plan name,SP_Label,Strategic priority code,SDG Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality; 8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_4,4.0,5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions; 17 Partnerships for the Goals
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_4,4.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,5 Gender Equality; 10 Reduced Inequalities
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_2,2.0,10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_3,3.0,8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,5 Gender Equality
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,2 Zero Hunger; 3 Good Health and Well-being; 4 Quality Education
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_4,4.0,16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_3,3.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Development Assistance Framework,UZB_work_4,4.0,17 Partnerships for the Goals
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_4,4.0,16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,4 Quality Education
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,2 Zero Hunger; 10 Reduced Inequalities
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty; 3 Good Health and Well-being; 8 Decent Jobs and Economic Growth
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_4,4.0,4 Quality Education
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty; 5 Gender Equality; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,10 Reduced Inequalities
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,5 Gender Equality
Georgia,GEO,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,GEO_work_1,1.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,1 No Poverty; 5 Gender Equality; 16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Uzbekistan,UZB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,UZB_work_2,2.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,1 No Poverty; 4 Quality Education
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Kyrgyzstan,KGZ,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,KGZ_work_4,4.0,16 Peace and Justice - Strong Institutions
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,3 Good Health and Well-being
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,4 Quality Education
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_3,3.0,3 Good Health and Well-being; 11 Sustainable Cities and Communities
Bosnia and Herzegovina,BIH,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BIH_work_3,3.0,11 Sustainable Cities and Communities
Belarus,BLR,Europe and Central Asia,work,United Nations Development Assistance Framework,BLR_work_4,4.0,3 Good Health and Well-being
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,5 Gender Equality; 16 Peace and Justice - Strong Institutions
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,4 Quality Education; 16 Peace and Justice - Strong Institutions
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,4 Quality Education; 16 Peace and Justice - Strong Institutions
North Macedonia,MKD,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MKD_work_3,3.0,4 Quality Education; 16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_3,3.0,8 Decent Jobs and Economic Growth
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty; 10 Reduced Inequalities
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_3,3.0,5 Gender Equality
Turkmenistan,TKM,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TKM_work_3,3.0,1 No Poverty; 10 Reduced Inequalities; 16 Peace and Justice - Strong Institutions
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty; 5 Gender Equality; 10 Reduced Inequalities
Tajikistan,TJK,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TJK_work_3,3.0,5 Gender Equality
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty; 5 Gender Equality; 10 Reduced Inequalities
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_3,3.0,"2 Zero Hunger; 5 Gender Equality; 8 Decent Jobs and Economic Growth; 9 Industry, Innovation and Infrastructure"
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty; 10 Reduced Inequalities
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_3,3.0,5 Gender Equality
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,17 Partnerships for the Goals
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_4,4.0,3 Good Health and Well-being; 4 Quality Education
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,16 Peace and Justice - Strong Institutions
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_2,2.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,5 Gender Equality
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,5 Gender Equality; 8 Decent Jobs and Economic Growth
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_1,1.0,5 Gender Equality
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,11 Sustainable Cities and Communities; 13 Climate Action
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_2,2.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,1 No Poverty; 11 Sustainable Cities and Communities
Albania,ALB,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,ALB_work_1,1.0,4 Quality Education
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_2,2.0,4 Quality Education; 8 Decent Jobs and Economic Growth
Belarus,BLR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,BLR_work_2,2.0,3 Good Health and Well-being
Turkey,TUR,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TUR_work_4,4.0,8 Decent Jobs and Economic Growth; 16 Peace and Justice - Strong Institutions
Montenegro,MNE,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MNE_work_2,2.0,1 No Poverty
"Moldova, Republic of",MDA,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,MDA_work_1,1.0,1 No Poverty; 3 Good Health and Well-being; 4 Quality Education; 8 Decent Jobs and Economic Growth; 10 Reduced Inequalities
Tajikistan,TJK,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TJK_work_2,2.0,4 Quality Education
Tajikistan,TJK,Europe and Central Asia,work,United Nations Sustainable Development Cooperation Framework,TJK_work_3,3.0,16 Peace and Justice - Strong Institutions
